"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34522","test_search_and_filter_products","tests","Sun Jun 15 23:30:56 AMT 2025","passed","Sun Jun 15 23:31:31 AMT 2025","","main_test","",""
